response_id,prompt_id,bertscore_divergence
428,45,0.15944517
429,63,0.16558766
430,62,0.14088947
431,64,0.1441428
432,65,0.1467681
433,66,0.13014531
434,67,0.15712136
435,68,0.13156742
436,69,0.16634595
437,70,0.1773144
438,73,0.14829975
439,71,0.15607816
440,72,0.1427626
441,74,0.12159991
442,76,0.14310718
443,75,0.1508972
444,77,0.1397118
445,78,0.12689942
446,79,0.1390419
448,82,0.1621486
449,84,0.117969394
450,83,0.14255512
451,81,0.121886194
452,85,0.14304936
453,86,0.14176017
454,90,0.12916774
455,89,0.1471979
456,87,0.15728474
457,92,0.15783846
458,91,0.14690286
459,94,0.15080565
460,93,0.124831915
461,88,0.15793645
462,95,0.16405517
463,96,0.14947331
464,98,0.113179445
465,99,0.1240316
466,97,0.14330214
467,100,0.16283959
468,106,0.16169572
469,103,0.14121848
470,110,0.16652799
471,105,0.14926833
472,102,0.14601123
473,107,0.14495683
474,101,0.14973336
475,104,0.1517719
476,109,0.12885106
477,111,0.16232526
478,112,0.14097375
479,115,0.12335515
480,119,0.1310519
481,113,0.1374278
482,120,0.14290458
483,122,0.13437974
484,118,0.14437747
485,117,0.14996642
486,121,0.15148163
487,123,0.13323253
488,124,0.1559586
489,125,0.12689227
490,126,0.121353626
491,108,0.118611455
492,127,0.1574943
493,129,0.12903649
494,130,0.16888654
495,128,0.15829349
496,131,0.16691494
497,132,0.13005829
498,133,0.1510709
499,116,0.13957638
500,136,0.13832682
501,134,0.11707282
502,138,0.15228361
503,140,0.15061313
504,139,0.1461668
505,141,0.13346833
506,135,0.12763673
507,144,0.14383012
508,114,0.15697223
509,143,0.13438785
510,147,0.12609458
511,148,0.13112044
512,149,0.1297164
513,146,0.14654541
514,145,0.14230949
515,137,0.11807078
516,152,0.12222308
517,151,0.14760923
518,150,0.1369574
519,154,0.15689111
520,153,0.13631648
521,155,0.14852744
522,156,0.14087248
523,142,0.13432735
524,157,0.14023066
525,159,0.13191646
887,521,0.14060879
526,161,0.116474986
527,158,0.15153134
528,162,0.148013
529,160,0.16399372
530,163,0.1279952
531,166,0.13309121
532,164,0.12656277
533,167,0.13097924
534,169,0.15430999
535,165,0.13318634
536,168,0.15152216
537,171,0.1687836
538,173,0.18213874
539,172,0.17436558
540,175,0.14845353
541,176,0.13528657
542,177,0.1667344
543,179,0.15065932
544,180,0.15051013
545,174,0.13131094
546,170,0.12360686
547,178,0.122217596
548,181,0.16679233
549,182,0.13036382
550,184,0.11175299
551,183,0.12040943
552,186,0.15464139
553,188,0.15810966
554,189,0.11962026
555,185,0.14667845
556,191,0.16177016
557,193,0.1469056
558,190,0.18049467
559,192,0.14453691
560,194,0.16468763
561,195,0.13928497
562,198,0.09835172
563,196,0.13971883
564,197,0.14039683
565,201,0.108201206
566,200,0.15608162
567,199,0.15614516
568,202,0.1379695
569,204,0.15484262
570,203,0.14311588
571,205,0.1295557
572,206,0.12239504
573,211,0.16383106
574,187,0.1560393
575,207,0.17658341
576,208,0.13708961
577,210,0.16346854
578,212,0.1447447
579,209,0.16297048
580,216,0.13179833
581,215,0.13892603
582,214,0.15377009
583,217,0.15040255
584,218,0.11246592
585,220,0.15186214
586,221,0.14915138
587,222,0.1794728
588,225,0.14597613
589,223,0.1446706
590,226,0.15160477
591,228,0.16232961
592,224,0.12988311
593,229,0.14713597
594,219,0.12645918
595,227,0.1441679
596,233,0.15825778
597,230,0.15386707
598,234,0.1369757
599,232,0.14330477
600,236,0.17339051
601,235,0.14918876
602,238,0.16474819
603,213,0.15363896
604,243,0.17351937
605,239,0.15293527
606,242,0.13149309
607,231,0.14183712
608,240,0.17736584
609,237,0.14973801
610,241,0.17195946
611,245,0.16037554
612,248,0.13454014
613,247,0.11843634
614,246,0.14497733
615,252,0.13333887
616,249,0.15229154
617,244,0.16646367
618,250,0.13311875
619,251,0.13591653
620,253,0.15990692
621,254,0.116972744
622,256,0.14072305
623,259,0.11102927
624,257,0.12069148
625,262,0.117833614
626,258,0.13092285
627,261,0.1475907
628,263,0.13375413
629,260,0.15728223
630,264,0.13494217
631,265,0.14128667
632,269,0.14732862
633,270,0.12846255
634,266,0.1476143
635,268,0.1729402
636,272,0.15521353
637,267,0.16115332
638,271,0.1274119
639,273,0.12574059
640,280,0.11847484
641,278,0.18347639
642,279,0.14690858
643,276,0.14459598
644,277,0.15871668
645,281,0.17709225
646,282,0.13639235
647,283,0.13737458
648,275,0.13293648
649,255,0.1772325
650,285,0.13931936
651,286,0.14980745
652,284,0.12677032
653,288,0.14053619
654,287,0.14046025
655,291,0.12757105
656,289,0.12814051
657,292,0.13337314
658,290,0.14038754
659,293,0.12665713
660,295,0.14490509
661,297,0.173401
662,298,0.10483754
663,296,0.16166121
664,301,0.1428414
665,294,0.13226372
666,300,0.14426684
667,299,0.1521753
668,274,0.17277467
669,305,0.15378499
670,303,0.16465026
671,306,0.15837115
672,302,0.16984487
673,304,0.13286704
674,307,0.16270357
675,311,0.14022666
676,308,0.13761735
677,309,0.16179395
678,310,0.16634744
679,316,0.12218869
680,312,0.121507585
681,313,0.14855397
682,315,0.13123387
683,314,0.15819305
684,318,0.14142185
685,319,0.13531077
686,322,0.15183741
687,321,0.14565629
688,324,0.12608308
689,325,0.13272226
690,317,0.14408624
691,320,0.12694818
692,323,0.117091656
693,326,0.17097759
694,329,0.19230753
695,331,0.15548736
696,328,0.1928069
697,332,0.12326145
698,334,0.14167863
699,336,0.12608975
700,333,0.16663295
701,335,0.15289271
702,337,0.15177041
703,341,0.10201913
704,327,0.1618247
705,338,0.1721527
706,340,0.15491968
707,339,0.14420319
708,344,0.15007073
709,330,0.14957994
710,342,0.14432406
711,345,0.13839388
712,343,0.12414551
713,348,0.1291483
714,349,0.12496376
715,347,0.13089234
716,352,0.15379381
717,350,0.18352413
718,346,0.16495329
719,353,0.12952864
720,355,0.15516937
721,358,0.17073727
722,354,0.14867723
723,356,0.12931424
724,360,0.14460343
725,361,0.14454716
1006,641,0.13559198
726,357,0.14162284
727,359,0.13838702
728,351,0.12564617
729,362,0.14400828
730,364,0.14945918
731,366,0.16201216
732,368,0.12764001
733,365,0.16089743
734,371,0.15881574
735,363,0.14791524
736,367,0.13035893
737,370,0.14517611
738,369,0.13383049
739,373,0.12984967
740,375,0.16671342
741,379,0.13644338
742,374,0.15531838
743,380,0.13829696
744,381,0.18140227
745,376,0.14476532
746,378,0.13751179
747,377,0.13233024
748,382,0.1779024
749,385,0.16728717
750,383,0.12774843
751,388,0.13077956
752,386,0.117041886
753,387,0.17135179
754,384,0.119674444
755,389,0.145293
756,391,0.15429062
757,395,0.1365881
758,392,0.13714844
759,398,0.14277399
760,393,0.16786975
761,390,0.13391656
762,397,0.15812445
763,394,0.14094186
764,372,0.1466018
765,396,0.14265811
766,400,0.1400159
767,401,0.14766163
768,399,0.13954031
769,402,0.13946354
770,405,0.123162985
771,406,0.14273173
772,404,0.15168339
773,403,0.1667006
774,408,0.15279657
775,411,0.15308046
776,410,0.16016436
777,413,0.14510453
778,409,0.14443982
779,416,0.18474859
780,412,0.1627621
781,415,0.14582884
782,414,0.13561612
783,417,0.14983755
784,418,0.1332745
785,419,0.13559169
786,420,0.12819946
787,423,0.15721452
788,421,0.1561516
789,424,0.14456797
790,425,0.14322793
791,426,0.14878613
792,429,0.13169622
793,430,0.16948771
794,428,0.13406032
795,431,0.1399982
796,433,0.13312882
797,427,0.13238633
798,422,0.13575011
799,432,0.14137691
800,436,0.12892824
801,437,0.15698057
802,441,0.17100483
803,443,0.14388913
804,435,0.14564413
805,438,0.17916441
806,442,0.15471834
807,449,0.15649176
808,445,0.10385996
809,439,0.15104258
810,407,0.13870317
811,434,0.15572
812,448,0.15807849
813,450,0.13163292
814,452,0.18203151
815,454,0.15024245
816,446,0.115421176
817,453,0.15050447
818,455,0.15104109
819,456,0.17134416
820,451,0.1392051
821,458,0.13677555
822,462,0.14920014
823,459,0.10778874
824,440,0.14935166
825,457,0.1600039
826,460,0.15182388
827,465,0.12744153
828,467,0.17545533
829,463,0.17967689
830,447,0.11981207
831,468,0.1455996
832,464,0.1567654
833,466,0.14356643
834,444,0.15223396
835,469,0.15461856
836,471,0.16660714
837,470,0.13345939
838,472,0.16865814
839,475,0.16823137
840,474,0.14619201
841,478,0.14605385
842,480,0.14370954
843,479,0.14339215
844,477,0.15085632
845,473,0.14276421
846,483,0.17818409
847,481,0.1306777
848,482,0.12691545
849,485,0.14300305
850,484,0.14886296
851,486,0.12113351
852,487,0.15620375
853,488,0.15831625
854,489,0.13929302
855,461,0.13541758
856,491,0.16213793
857,495,0.14942527
858,494,0.14470857
859,490,0.15415627
860,498,0.14136946
861,493,0.16233182
862,497,0.16448683
863,499,0.14225209
864,500,0.1432795
865,502,0.1686536
866,503,0.12136692
867,506,0.14297712
868,496,0.12208611
869,476,0.17354107
870,507,0.11689377
871,505,0.15502673
872,504,0.12618828
873,510,0.13973081
874,508,0.18582296
875,501,0.16320366
876,512,0.15239644
877,513,0.14875644
878,509,0.13776469
879,514,0.17870373
880,516,0.14173049
881,515,0.16328883
882,492,0.13335001
883,519,0.116897464
884,511,0.15189785
885,520,0.17791134
886,518,0.1627087
888,517,0.16107565
889,522,0.13545012
890,527,0.18154222
891,523,0.12565029
892,524,0.1530658
893,528,0.1305117
894,526,0.14504051
895,531,0.18051821
896,530,0.14977896
897,532,0.13942301
898,525,0.14584714
899,535,0.12915766
900,534,0.15166014
901,529,0.11903244
902,533,0.18342113
903,536,0.12730676
904,537,0.14296085
905,538,0.13203454
906,541,0.1281864
907,539,0.15588832
908,542,0.15459561
909,544,0.1302225
910,543,0.14936715
911,547,0.15550262
912,550,0.14843345
913,540,0.11909902
914,545,0.1323368
915,546,0.14252555
916,549,0.14457601
917,548,0.15519828
918,553,0.14348114
919,556,0.16609609
920,557,0.13850474
921,558,0.1383028
922,551,0.15205055
923,552,0.13020074
924,561,0.15348703
925,555,0.16744775
926,560,0.13435376
927,563,0.15069598
928,564,0.15322798
929,565,0.14870232
930,567,0.1542148
931,554,0.124676466
932,559,0.15787184
933,566,0.16314232
934,562,0.10710454
935,569,0.1329462
936,573,0.11994022
937,572,0.17734426
938,575,0.14161497
939,571,0.1428619
940,570,0.13355601
941,574,0.12691808
942,568,0.15694952
943,577,0.17884839
944,576,0.12518686
945,578,0.11824763
946,580,0.13429803
947,581,0.14156526
948,584,0.15532577
949,582,0.17296469
950,583,0.1396144
951,586,0.13924438
952,585,0.14616
953,588,0.13141209
954,591,0.14461678
955,587,0.14887232
956,589,0.15471846
957,579,0.12829822
958,593,0.14163429
959,592,0.13427496
960,590,0.13982093
961,598,0.13071084
962,600,0.14785159
963,599,0.14441466
964,594,0.14981991
965,597,0.14277184
966,596,0.15199775
967,595,0.14407718
1166,800,0.17382479
968,604,0.11504191
969,605,0.12820762
970,602,0.15084559
971,606,0.14306706
972,608,0.1616497
973,601,0.16100532
974,607,0.16334635
975,609,0.15128028
976,603,0.15338129
977,611,0.13881415
978,613,0.13134485
979,614,0.13022101
980,610,0.17334783
981,616,0.1466378
982,615,0.14186919
983,612,0.16534477
984,619,0.17498094
985,618,0.1495452
986,621,0.13947958
987,617,0.12094182
988,625,0.12184048
989,623,0.1499865
990,622,0.14885187
991,624,0.15800619
992,628,0.16106278
993,627,0.1415664
994,629,0.1425097
995,626,0.14460242
996,620,0.13924563
997,633,0.13343728
998,630,0.14495319
999,634,0.15232188
1000,631,0.13667744
1001,635,0.14778131
1002,638,0.14051712
1003,636,0.16620243
1004,637,0.11916882
1005,640,0.1330021
1007,639,0.1520378
1008,632,0.14597929
1009,645,0.16078156
1010,643,0.10304618
1011,647,0.15184444
1012,646,0.10437834
1013,644,0.15744203
1014,648,0.12197983
1015,650,0.12916875
1016,651,0.13008565
1017,649,0.13870817
1018,652,0.14680886
1019,654,0.12687081
1020,657,0.16640526
1021,656,0.13418078
1022,653,0.1457197
1023,659,0.19099647
1024,660,0.16514993
1025,661,0.13780218
1026,642,0.13559759
1027,662,0.15765196
1028,658,0.13821
1029,655,0.14387184
1030,663,0.14517921
1031,667,0.113886476
1032,664,0.14710373
1033,670,0.1519531
1034,672,0.15099311
1035,668,0.14273036
1036,671,0.14473307
1037,666,0.13736266
1038,673,0.13942248
1039,669,0.13125396
1040,665,0.12676287
1041,677,0.16482514
1042,676,0.13221985
1043,674,0.16692269
1044,679,0.15390086
1045,681,0.17177284
1046,678,0.15663463
1047,682,0.10952771
1048,680,0.15144646
1049,675,0.16016203
1050,683,0.15082842
1051,684,0.11552572
1052,688,0.14800286
1053,685,0.13830286
1054,689,0.14063537
1055,692,0.14759392
1056,690,0.19175929
1057,696,0.15002137
1058,693,0.1333099
1059,697,0.11812782
1060,694,0.14973664
1061,695,0.1414023
1062,698,0.17019224
1063,687,0.15293163
1064,699,0.1374405
1065,700,0.14621848
1066,686,0.15096349
1067,703,0.14105314
1068,701,0.1778171
1069,702,0.14704716
1070,704,0.17009574
1071,706,0.14467102
1072,705,0.11713588
1073,708,0.15842998
1074,707,0.15195757
1075,712,0.1411317
1076,709,0.16321826
1077,710,0.149849
1078,711,0.14476025
1079,691,0.1434021
1080,713,0.14367813
1081,715,0.15920424
1082,717,0.14239919
1083,714,0.1456387
1084,718,0.14923757
1085,716,0.16080385
1885,1523,0.15676361
1086,719,0.14686137
1087,722,0.13700342
1088,721,0.14173084
1089,723,0.14422643
1090,726,0.13326752
1091,727,0.13661641
1092,725,0.14296877
1093,724,0.15001273
1094,720,0.16267169
1095,728,0.14692926
1096,731,0.12819004
1097,729,0.14079046
1098,732,0.13233542
1099,733,0.14808494
1100,736,0.12832326
1101,739,0.15580374
1102,734,0.122415066
1103,735,0.13582057
1104,737,0.14257932
1105,738,0.11872125
1106,741,0.13308579
1107,730,0.1572181
1108,740,0.1463427
1109,743,0.15039897
1110,745,0.1326971
1111,746,0.1455599
1112,744,0.15555233
1113,749,0.17362946
1114,750,0.14638752
1115,747,0.166013
1116,752,0.18303221
1117,748,0.1575849
1118,751,0.15632999
1119,753,0.14013177
1120,754,0.13885236
1121,755,0.13685101
1122,756,0.2097702
1123,758,0.1300748
1124,760,0.1251725
1125,759,0.14495707
1167,797,0.16180116
1126,757,0.1458283
1127,762,0.13494027
1128,763,0.13754243
1129,764,0.16472846
1130,761,0.13733792
1131,766,0.12804759
1132,765,0.14951867
1133,767,0.14775205
1134,770,0.13240576
1135,769,0.15838462
1136,768,0.120571256
1137,771,0.16586614
1138,772,0.14549726
1139,774,0.12638116
1140,776,0.13955748
1141,775,0.11486107
1142,773,0.14420319
1143,777,0.14206499
1144,780,0.1819995
1145,782,0.13019401
1146,783,0.14666104
1147,781,0.12961113
1148,742,0.14481097
1149,785,0.15899688
1150,779,0.1726194
1151,784,0.1362049
1152,787,0.12020028
1153,786,0.18030351
1154,778,0.13163638
1155,788,0.12116432
1156,791,0.11740905
1157,790,0.17800683
1158,793,0.15036255
1159,794,0.13996845
1160,796,0.1320138
1161,789,0.1496554
1162,795,0.14780903
1163,799,0.14965945
1164,792,0.13601112
1165,798,0.17146528
1168,801,0.144162
1169,803,0.1372394
1170,807,0.15075755
1171,804,0.15396619
1172,809,0.16437364
1173,808,0.14636922
1174,805,0.15610868
1175,811,0.16068363
1176,810,0.1323272
1177,806,0.15924555
1178,818,0.13477254
1179,812,0.14672369
1180,802,0.14347434
1181,819,0.14004123
1182,814,0.13510656
1183,815,0.13623244
1184,816,0.17065275
1185,817,0.15056187
1186,813,0.1390692
1187,820,0.13308328
1188,825,0.17025864
1189,821,0.14319706
1190,823,0.13901186
1191,824,0.13331461
1192,822,0.15364611
1193,828,0.1227321
1194,827,0.13074863
1195,829,0.17177105
1196,826,0.13391352
1197,831,0.15031898
1198,833,0.1272915
1199,830,0.11933577
1200,836,0.14737803
1201,835,0.1452632
1202,832,0.13322932
1203,837,0.13357562
1204,839,0.16450709
1205,840,0.14334494
1206,841,0.13007247
1207,838,0.14630055
1208,834,0.17912215
1209,842,0.10294217
1210,843,0.14076757
1211,845,0.15067184
1212,846,0.18043655
1213,844,0.15394866
1214,848,0.15244222
1215,847,0.13579947
1216,849,0.16477329
1217,850,0.169317
1218,851,0.110818565
1219,853,0.13754898
1220,854,0.18568528
1221,852,0.17660362
1222,856,0.1699394
1223,855,0.13709563
1224,857,0.15191597
1225,858,0.14732236
1226,859,0.12446219
1227,860,0.14574367
1228,864,0.14391154
1229,863,0.1406318
1230,862,0.15080476
1231,865,0.1535781
1232,867,0.15719241
1233,866,0.15757787
1234,861,0.15055037
1235,868,0.13709486
1236,870,0.13041872
1237,871,0.1523568
1238,874,0.14940506
1239,873,0.13027138
1240,876,0.13808876
1241,869,0.12743002
1242,872,0.15157932
1243,877,0.14623123
1244,878,0.12804681
1245,881,0.12389755
1246,875,0.15273857
1247,882,0.15387213
1248,884,0.13055128
1249,883,0.15623122
1250,885,0.13608527
1251,886,0.167112
1252,879,0.14878953
1253,880,0.15301871
1254,891,0.15094656
1255,887,0.13661438
1256,888,0.12580311
1257,890,0.13955748
1258,895,0.16665465
1259,894,0.14415878
1260,897,0.1675725
1261,892,0.16278231
1262,898,0.1283313
1263,889,0.16071683
1264,896,0.1356237
1265,901,0.13764471
1266,903,0.14297193
1267,893,0.15817744
1268,900,0.13673395
1269,902,0.14879906
1270,904,0.16021371
1271,906,0.15834713
1272,910,0.15151459
1273,905,0.1487298
1274,909,0.14779419
1275,913,0.15249777
1276,912,0.15154874
1277,899,0.1468032
1278,916,0.14055097
1279,917,0.13792652
1280,914,0.13461095
1281,918,0.16703182
1282,919,0.15917486
1283,911,0.14805722
1284,921,0.12793696
1285,915,0.13780022
1286,907,0.13635331
1287,920,0.14232951
1288,923,0.16138005
1289,922,0.1600591
1290,926,0.1350789
1291,908,0.14491105
1292,925,0.15509629
1293,924,0.14767164
1294,928,0.13308752
1295,927,0.12363428
1296,932,0.14206988
1297,933,0.1294908
1298,930,0.15069193
1299,931,0.11607599
1300,934,0.12876713
1301,938,0.15431243
1302,936,0.14292842
1303,935,0.1449911
1304,940,0.14705348
1305,937,0.12667668
1306,941,0.16754115
1307,929,0.1403727
1308,939,0.12036216
1309,942,0.14197606
1310,948,0.14978111
1311,945,0.12507707
1312,946,0.12625235
1313,951,0.16001534
1314,949,0.15588123
1315,944,0.14242816
1316,953,0.14635104
1317,952,0.12347919
1318,954,0.1512106
1319,955,0.13727432
1320,956,0.1407296
1321,957,0.16778445
1322,961,0.14884317
1323,959,0.14639091
1324,950,0.14729851
1325,958,0.14711607
1326,962,0.15388149
1327,943,0.14970458
1328,947,0.16297638
1329,963,0.13688469
1330,965,0.14562422
1331,960,0.14499718
1332,968,0.15834856
1333,967,0.14880764
1334,969,0.15280885
1335,966,0.12860543
1336,964,0.12725073
1337,971,0.123114824
1338,970,0.124759495
1339,973,0.14625603
1340,974,0.12867367
1341,977,0.13570094
1342,975,0.12605923
1343,978,0.1377173
1344,981,0.12651205
1345,976,0.14737856
1346,980,0.1507498
1347,972,0.16965592
1348,984,0.1268354
1349,985,0.17037994
1350,986,0.15424299
1351,987,0.15900636
1352,989,0.1349572
1353,982,0.17183918
1354,988,0.13960463
1355,983,0.14619118
1356,993,0.1445114
1357,992,0.12352127
1358,991,0.13537598
1359,979,0.14792949
1360,994,0.14026707
